Vehicle_optimal_time_0/Current_pad_speed_0,Vehicle_circuit_time_0/Distance_to_destination_pad_0,Vehicle_current_speed_0/Next_station_pad_0,Vehicle_average_speed_0,Vehicle_departure_station_0,Vehicle_arrival_station_0,Iteration
0.000000,0.000000,0.000000,0.000000,0,0,3514
0.000000,0.000000,0.000000,0.000000,0,0,3515
0.000000,0.000000,0.000000,0.000000,0,0,3516
0.000000,0.000000,0.000000,0.000000,0,0,3517
0.000000,0.000000,0.000000,0.000000,0,0,3518
0.000000,0.000000,0.000000,0.000000,0,0,3519
0.000000,0.000000,0.000000,0.000000,0,0,3520
0.000000,0.000000,0.000000,0.000000,0,0,3521
0.000000,0.000000,0.000000,0.000000,0,0,3522
0.000000,0.000000,0.000000,0.000000,0,0,3523
0.000000,0.000000,0.000000,0.000000,0,0,3524
0.000000,0.000000,0.000000,0.000000,0,0,3525
0.000000,0.000000,0.000000,0.000000,0,0,3526
0.000000,0.000000,0.000000,0.000000,0,0,3527
0.000000,0.000000,0.000000,0.000000,0,0,3528
0.000000,0.000000,0.000000,0.000000,0,0,3529
0.000000,0.000000,0.000000,0.000000,0,0,3530
0.000000,0.000000,0.000000,0.000000,0,0,3531
0.000000,0.000000,0.000000,0.000000,0,0,3532
0.000000,0.000000,0.000000,0.000000,0,0,3533
0.000000,0.000000,0.000000,0.000000,0,0,3534
0.000000,0.000000,0.000000,0.000000,0,0,3535
0.000000,0.000000,0.000000,0.000000,0,0,3536
0.000000,0.000000,0.000000,0.000000,0,0,3537
0.000000,0.000000,0.000000,0.000000,0,0,3538
0.000000,0.000000,0.000000,0.000000,0,0,3539
0.000000,0.000000,0.000000,0.000000,0,0,3540
0.000000,0.000000,0.000000,0.000000,0,0,3541
0.000000,0.000000,0.000000,0.000000,0,0,3542
0.000000,0.000000,0.000000,0.000000,0,0,3543
0.000000,0.000000,0.000000,0.000000,0,0,3544
0.000000,0.000000,0.000000,0.000000,0,0,3545
0.000000,0.000000,0.000000,0.000000,0,0,3546
0.000000,0.000000,0.000000,0.000000,0,0,3547
0.000000,0.000000,0.000000,0.000000,0,0,3548
0.000000,0.000000,0.000000,0.000000,0,0,3549
0.000000,0.000000,0.000000,0.000000,0,0,3550
0.000000,0.000000,0.000000,0.000000,0,0,3551
0.000000,0.000000,0.000000,0.000000,0,0,3552
0.000000,0.000000,0.000000,0.000000,0,0,3553
0.000000,0.000000,0.000000,0.000000,0,0,3554
0.000000,0.000000,0.000000,0.000000,0,0,3555
0.000000,0.000000,0.000000,0.000000,0,0,3556
0.000000,0.000000,0.000000,0.000000,0,0,3557
0.000000,0.000000,0.000000,0.000000,0,0,3558
0.000000,0.000000,0.000000,0.000000,0,0,3559
0.000000,0.000000,0.000000,0.000000,0,0,3560
0.000000,0.000000,0.000000,0.000000,0,0,3561
0.000000,0.000000,0.000000,0.000000,0,0,3562
0.000000,0.000000,0.000000,0.000000,0,0,3563
0.000000,0.000000,0.000000,0.000000,0,0,3564
0.000000,0.000000,0.000000,0.000000,0,0,3565
0.000000,0.000000,0.000000,0.000000,0,0,3566
0.000000,0.000000,0.000000,0.000000,0,0,3567
0.000000,0.000000,0.000000,0.000000,0,0,3568
0.000000,0.000000,0.000000,0.000000,0,0,3569
0.000000,0.000000,0.000000,0.000000,0,0,3570
0.000000,0.000000,0.000000,0.000000,0,0,3571
0.000000,0.000000,0.000000,0.000000,0,0,3572
0.000000,0.000000,0.000000,0.000000,0,0,3573
0.000000,0.000000,0.000000,0.000000,0,0,3574
0.000000,0.000000,0.000000,0.000000,0,0,3575
0.000000,0.000000,0.000000,0.000000,0,0,3576
0.000000,0.000000,0.000000,0.000000,0,0,3577
0.000000,0.000000,0.000000,0.000000,0,0,3578
0.000000,0.000000,0.000000,0.000000,0,0,3579
0.000000,0.000000,0.000000,0.000000,0,0,3580
0.000000,0.000000,0.000000,0.000000,0,0,3581
0.000000,0.000000,0.000000,0.000000,0,0,3582
0.000000,0.000000,0.000000,0.000000,0,0,3583
0.000000,0.000000,0.000000,0.000000,0,0,3584
0.000000,0.000000,0.000000,0.000000,0,0,3585
0.000000,0.000000,0.000000,0.000000,0,0,3586
0.000000,0.000000,0.000000,0.000000,0,0,3587
0.000000,0.000000,0.000000,0.000000,0,0,3588
0.000000,0.000000,0.000000,0.000000,0,0,3589
0.000000,0.000000,0.000000,0.000000,0,0,3590
0.000000,0.000000,0.000000,0.000000,0,0,3591
0.000000,0.000000,0.000000,0.000000,0,0,3592
0.000000,0.000000,0.000000,0.000000,0,0,3593
0.000000,0.000000,0.000000,0.000000,0,0,3594
0.000000,0.000000,0.000000,0.000000,0,0,3595
0.000000,0.000000,0.000000,0.000000,0,0,3596
0.000000,0.000000,0.000000,0.000000,0,0,3597
0.000000,0.000000,0.000000,0.000000,0,0,3598
0.000000,0.000000,0.000000,0.000000,0,0,3599
0.000000,0.000000,0.000000,0.000000,0,0,3600
0.000000,0.000000,0.000000,0.000000,0,0,3601
0.000000,0.000000,0.000000,0.000000,0,0,3602
0.000000,0.000000,0.000000,0.000000,0,0,3603
0.000000,0.000000,0.000000,0.000000,0,0,3604
0.000000,0.000000,0.000000,0.000000,0,0,3605
0.000000,0.000000,0.000000,0.000000,0,0,3606
0.000000,0.000000,0.000000,0.000000,0,0,3607
0.000000,0.000000,0.000000,0.000000,0,0,3608
0.000000,0.000000,0.000000,0.000000,0,0,3609
0.000000,0.000000,0.000000,0.000000,0,0,3610
0.000000,0.000000,0.000000,0.000000,0,0,3611
0.000000,0.000000,0.000000,0.000000,0,0,3612
0.000000,0.000000,0.000000,0.000000,0,0,3613
0.000000,0.000000,0.000000,0.000000,0,0,3614
0.000000,0.000000,0.000000,0.000000,0,0,3615
0.000000,0.000000,0.000000,0.000000,0,0,3616
0.000000,0.000000,0.000000,0.000000,0,0,3617
0.000000,0.000000,0.000000,0.000000,0,0,3618
0.000000,0.000000,0.000000,0.000000,0,0,3619
0.000000,0.000000,0.000000,0.000000,0,0,3620
0.000000,0.000000,0.000000,0.000000,0,0,3621
0.000000,0.000000,0.000000,0.000000,0,0,3622
0.000000,0.000000,0.000000,0.000000,0,0,3623
0.000000,0.000000,0.000000,0.000000,0,0,3624
0.000000,0.000000,0.000000,0.000000,0,0,3625
0.000000,0.000000,0.000000,0.000000,0,0,3626
0.000000,0.000000,0.000000,0.000000,0,0,3627
0.000000,0.000000,0.000000,0.000000,0,0,3628
0.000000,0.000000,0.000000,0.000000,0,0,3629
0.000000,0.000000,0.000000,0.000000,0,0,3630
0.000000,0.000000,0.000000,0.000000,0,0,3631
0.000000,0.000000,0.000000,0.000000,0,0,3632
0.000000,0.000000,0.000000,0.000000,0,0,3633
0.000000,0.000000,0.000000,0.000000,0,0,3634
0.000000,0.000000,0.000000,0.000000,0,0,3635
0.000000,0.000000,0.000000,0.000000,0,0,3636
0.000000,0.000000,0.000000,0.000000,0,0,3637
0.000000,0.000000,0.000000,0.000000,0,0,3638
0.000000,0.000000,0.000000,0.000000,0,0,3639
0.000000,0.000000,0.000000,0.000000,0,0,3640
0.000000,0.000000,0.000000,0.000000,0,0,3641
0.000000,0.000000,0.000000,0.000000,0,0,3642
0.000000,0.000000,0.000000,0.000000,0,0,3643
0.000000,0.000000,0.000000,0.000000,0,0,3644
0.000000,0.000000,0.000000,0.000000,0,0,3645
0.000000,0.000000,0.000000,0.000000,0,0,3646
0.000000,0.000000,0.000000,0.000000,0,0,3647
0.000000,0.000000,0.000000,0.000000,0,0,3648
0.000000,0.000000,0.000000,0.000000,0,0,3649
0.000000,0.000000,0.000000,0.000000,0,0,3650
0.000000,0.000000,0.000000,0.000000,0,0,3651
0.000000,0.000000,0.000000,0.000000,0,0,3652
0.000000,0.000000,0.000000,0.000000,0,0,3653
0.000000,0.000000,0.000000,0.000000,0,0,3654
0.000000,0.000000,0.000000,0.000000,0,0,3655
0.000000,0.000000,0.000000,0.000000,0,0,3656
0.000000,0.000000,0.000000,0.000000,0,0,3657
0.000000,0.000000,0.000000,0.000000,0,0,3658
0.000000,0.000000,0.000000,0.000000,0,0,3659
0.000000,0.000000,0.000000,0.000000,0,0,3660
0.000000,0.000000,0.000000,0.000000,0,0,3661
0.000000,0.000000,0.000000,0.000000,0,0,3662
0.000000,0.000000,0.000000,0.000000,0,0,3663
0.000000,0.000000,0.000000,0.000000,0,0,3664
0.000000,0.000000,0.000000,0.000000,0,0,3665
0.000000,0.000000,0.000000,0.000000,0,0,3666
0.000000,0.000000,0.000000,0.000000,0,0,3667
0.000000,0.000000,0.000000,0.000000,0,0,3668
0.000000,0.000000,0.000000,0.000000,0,0,3669
0.000000,0.000000,0.000000,0.000000,0,0,3670
0.000000,0.000000,0.000000,0.000000,0,0,3671
0.000000,0.000000,0.000000,0.000000,0,0,3672
0.000000,0.000000,0.000000,0.000000,0,0,3673
0.000000,0.000000,0.000000,0.000000,0,0,3674
0.000000,0.000000,0.000000,0.000000,0,0,3675
0.000000,0.000000,0.000000,0.000000,0,0,3676
0.000000,0.000000,0.000000,0.000000,0,0,3677
0.000000,0.000000,0.000000,0.000000,0,0,3678
0.000000,0.000000,0.000000,0.000000,0,0,3679
0.000000,0.000000,0.000000,0.000000,0,0,3680
0.000000,0.000000,0.000000,0.000000,0,0,3681
0.000000,0.000000,0.000000,0.000000,0,0,3682
0.000000,0.000000,0.000000,0.000000,0,0,3683
0.000000,0.000000,0.000000,0.000000,0,0,3684
0.000000,0.000000,0.000000,0.000000,0,0,3685
0.000000,0.000000,0.000000,0.000000,0,0,3686
0.000000,0.000000,0.000000,0.000000,0,0,3687
0.000000,0.000000,0.000000,0.000000,0,0,3688
0.000000,0.000000,0.000000,0.000000,0,0,3689
0.000000,0.000000,0.000000,0.000000,0,0,3690
0.000000,0.000000,0.000000,0.000000,0,0,3691
0.000000,0.000000,0.000000,0.000000,0,0,3692
0.000000,0.000000,0.000000,0.000000,0,0,3693
0.000000,0.000000,0.000000,0.000000,0,0,3694
0.000000,0.000000,0.000000,0.000000,0,0,3695
0.000000,0.000000,0.000000,0.000000,0,0,3696
0.000000,0.000000,0.000000,0.000000,0,0,3697
0.000000,0.000000,0.000000,0.000000,0,0,3698
0.000000,0.000000,0.000000,0.000000,0,0,3699
0.000000,0.000000,0.000000,0.000000,0,0,3700
0.000000,0.000000,0.000000,0.000000,0,0,3701
0.000000,0.000000,0.000000,0.000000,0,0,3702
0.000000,0.000000,0.000000,0.000000,0,0,3703
0.000000,0.000000,0.000000,0.000000,0,0,3704
0.000000,0.000000,0.000000,0.000000,0,0,3705
0.000000,0.000000,0.000000,0.000000,0,0,3706
0.000000,0.000000,0.000000,0.000000,0,0,3707
0.000000,0.000000,0.000000,0.000000,0,0,3708
0.000000,0.000000,0.000000,0.000000,0,0,3709
0.000000,0.000000,0.000000,0.000000,0,0,3710
0.000000,0.000000,0.000000,0.000000,0,0,3711
0.000000,0.000000,0.000000,0.000000,0,0,3712
0.000000,0.000000,0.000000,0.000000,0,0,3713
0.000000,0.000000,0.000000,0.000000,0,0,3714
0.000000,0.000000,0.000000,0.000000,0,0,3715
0.000000,0.000000,0.000000,0.000000,0,0,3716
0.000000,0.000000,0.000000,0.000000,0,0,3717
0.000000,0.000000,0.000000,0.000000,0,0,3718
0.000000,0.000000,0.000000,0.000000,0,0,3719
0.000000,0.000000,0.000000,0.000000,0,0,3720
0.000000,0.000000,0.000000,0.000000,0,0,3721
0.000000,0.000000,0.000000,0.000000,0,0,3722
0.000000,0.000000,0.000000,0.000000,0,0,3723
0.000000,0.000000,0.000000,0.000000,0,0,3724
0.000000,0.000000,0.000000,0.000000,0,0,3725
0.000000,0.000000,0.000000,0.000000,0,0,3726
0.000000,0.000000,0.000000,0.000000,0,0,3727
0.000000,0.000000,0.000000,0.000000,0,0,3728
0.000000,0.000000,0.000000,0.000000,0,0,3729
0.000000,0.000000,0.000000,0.000000,0,0,3730
0.000000,0.000000,0.000000,0.000000,0,0,3731
0.000000,0.000000,0.000000,0.000000,0,0,3732
0.000000,0.000000,0.000000,0.000000,0,0,3733
0.000000,0.000000,0.000000,0.000000,0,0,3734
0.000000,0.000000,0.000000,0.000000,0,0,3735
0.000000,0.000000,0.000000,0.000000,0,0,3736
0.000000,0.000000,0.000000,0.000000,0,0,3737
0.000000,0.000000,0.000000,0.000000,0,0,3738
0.000000,0.000000,0.000000,0.000000,0,0,3739
0.000000,0.000000,0.000000,0.000000,0,0,3740
0.000000,0.000000,0.000000,0.000000,0,0,3741
0.000000,0.000000,0.000000,0.000000,0,0,3742
0.000000,0.000000,0.000000,0.000000,0,0,3743
0.000000,0.000000,0.000000,0.000000,0,0,3744
0.000000,0.000000,0.000000,0.000000,0,0,3745
0.000000,0.000000,0.000000,0.000000,0,0,3746
0.000000,0.000000,0.000000,0.000000,0,0,3747
0.000000,0.000000,0.000000,0.000000,0,0,3748
0.000000,0.000000,0.000000,0.000000,0,0,3749
0.000000,0.000000,0.000000,0.000000,0,0,3750
0.000000,0.000000,0.000000,0.000000,0,0,3751
0.000000,0.000000,0.000000,0.000000,0,0,3752
0.000000,0.000000,0.000000,0.000000,0,0,3753
0.000000,0.000000,0.000000,0.000000,0,0,3754
0.000000,0.000000,0.000000,0.000000,0,0,3755
0.000000,0.000000,0.000000,0.000000,0,0,3756
0.000000,0.000000,0.000000,0.000000,0,0,3757
0.000000,0.000000,0.000000,0.000000,0,0,3758
0.000000,0.000000,0.000000,0.000000,0,0,3759
0.000000,0.000000,0.000000,0.000000,0,0,3760
0.000000,0.000000,0.000000,0.000000,0,0,3761
0.000000,0.000000,0.000000,0.000000,0,0,3762
0.000000,0.000000,0.000000,0.000000,0,0,3763
0.000000,0.000000,0.000000,0.000000,0,0,3764
0.000000,0.000000,0.000000,0.000000,0,0,3765
0.000000,0.000000,0.000000,0.000000,0,0,3766
0.000000,0.000000,0.000000,0.000000,0,0,3767
0.000000,0.000000,0.000000,0.000000,0,0,3768
0.000000,0.000000,0.000000,0.000000,0,0,3769
0.000000,0.000000,0.000000,0.000000,0,0,3770
0.000000,0.000000,0.000000,0.000000,0,0,3771
0.000000,0.000000,0.000000,0.000000,0,0,3772
0.000000,0.000000,0.000000,0.000000,0,0,3773
0.000000,0.000000,0.000000,0.000000,0,0,3774
0.000000,0.000000,0.000000,0.000000,0,0,3775
0.000000,0.000000,0.000000,0.000000,0,0,3776
0.000000,0.000000,0.000000,0.000000,0,0,3777
0.000000,0.000000,0.000000,0.000000,0,0,3778
0.000000,0.000000,0.000000,0.000000,0,0,3779
0.000000,0.000000,0.000000,0.000000,0,0,3780
0.000000,0.000000,0.000000,0.000000,0,0,3781
0.000000,0.000000,0.000000,0.000000,0,0,3782
0.000000,0.000000,0.000000,0.000000,0,0,3783
0.000000,0.000000,0.000000,0.000000,0,0,3784
0.000000,0.000000,0.000000,0.000000,0,0,3785
0.000000,0.000000,0.000000,0.000000,0,0,3786
0.000000,0.000000,0.000000,0.000000,0,0,3787
0.000000,0.000000,0.000000,0.000000,0,0,3788
0.000000,0.000000,0.000000,0.000000,0,0,3789
0.000000,0.000000,0.000000,0.000000,0,0,3790
0.000000,0.000000,0.000000,0.000000,0,0,3791
0.000000,0.000000,0.000000,0.000000,0,0,3792
0.000000,0.000000,0.000000,0.000000,0,0,3793
0.000000,0.000000,0.000000,0.000000,0,0,3794
0.000000,0.000000,0.000000,0.000000,0,0,3795
0.000000,0.000000,0.000000,0.000000,0,0,3796
0.000000,0.000000,0.000000,0.000000,0,0,3797
0.000000,0.000000,0.000000,0.000000,0,0,3798
0.000000,0.000000,0.000000,0.000000,0,0,3799
0.000000,0.000000,0.000000,0.000000,0,0,3800
0.000000,0.000000,0.000000,0.000000,0,0,3801
0.000000,0.000000,0.000000,0.000000,0,0,3802
0.000000,0.000000,0.000000,0.000000,0,0,3803
0.000000,0.000000,0.000000,0.000000,0,0,3804
0.000000,0.000000,0.000000,0.000000,0,0,3805
0.000000,0.000000,0.000000,0.000000,0,0,3806
0.000000,0.000000,0.000000,0.000000,0,0,3807
0.000000,0.000000,0.000000,0.000000,0,0,3808
0.000000,0.000000,0.000000,0.000000,0,0,3809
0.000000,0.000000,0.000000,0.000000,0,0,3810
0.000000,0.000000,0.000000,0.000000,0,0,3811
0.000000,0.000000,0.000000,0.000000,0,0,3812
0.000000,0.000000,0.000000,0.000000,0,0,3813
0.000000,0.000000,0.000000,0.000000,0,0,3814
0.000000,0.000000,0.000000,0.000000,0,0,3815
0.000000,0.000000,0.000000,0.000000,0,0,3816
0.000000,0.000000,0.000000,0.000000,0,0,3817
0.000000,0.000000,0.000000,0.000000,0,0,3818
0.000000,0.000000,0.000000,0.000000,0,0,3819
0.000000,0.000000,0.000000,0.000000,0,0,3820
0.000000,0.000000,0.000000,0.000000,0,0,3821
0.000000,0.000000,0.000000,0.000000,0,0,3822
0.000000,0.000000,0.000000,0.000000,0,0,3823
0.000000,0.000000,0.000000,0.000000,0,0,3824
0.000000,0.000000,0.000000,0.000000,0,0,3825
0.000000,0.000000,0.000000,0.000000,0,0,3826
0.000000,0.000000,0.000000,0.000000,0,0,3827
0.000000,0.000000,0.000000,0.000000,0,0,3828
0.000000,0.000000,0.000000,0.000000,0,0,3829
0.000000,0.000000,0.000000,0.000000,0,0,3830
0.000000,0.000000,0.000000,0.000000,0,0,3831
0.000000,0.000000,0.000000,0.000000,0,0,3832
0.000000,0.000000,0.000000,0.000000,0,0,3833
0.000000,0.000000,0.000000,0.000000,0,0,3834
0.000000,0.000000,0.000000,0.000000,0,0,3835
0.000000,0.000000,0.000000,0.000000,0,0,3836
0.000000,0.000000,0.000000,0.000000,0,0,3837
0.000000,0.000000,0.000000,0.000000,0,0,3838
0.000000,0.000000,0.000000,0.000000,0,0,3839
0.000000,0.000000,0.000000,0.000000,0,0,3840
0.000000,0.000000,0.000000,0.000000,0,0,3841
0.000000,0.000000,0.000000,0.000000,0,0,3842
0.000000,0.000000,0.000000,0.000000,0,0,3843
0.000000,0.000000,0.000000,0.000000,0,0,3844
0.000000,0.000000,0.000000,0.000000,0,0,3845
0.000000,0.000000,0.000000,0.000000,0,0,3846
0.000000,0.000000,0.000000,0.000000,0,0,3847
0.000000,0.000000,0.000000,0.000000,0,0,3848
0.000000,0.000000,0.000000,0.000000,0,0,3849
0.000000,0.000000,0.000000,0.000000,0,0,3850
0.000000,0.000000,0.000000,0.000000,0,0,3851
0.000000,0.000000,0.000000,0.000000,0,0,3852
0.000000,0.000000,0.000000,0.000000,0,0,3853
0.000000,0.000000,0.000000,0.000000,0,0,3854
0.000000,0.000000,0.000000,0.000000,0,0,3855
0.000000,0.000000,0.000000,0.000000,0,0,3856
0.000000,0.000000,0.000000,0.000000,0,0,3857
0.000000,0.000000,0.000000,0.000000,0,0,3858
0.000000,0.000000,0.000000,0.000000,0,0,3859
0.000000,0.000000,0.000000,0.000000,0,0,3860
0.000000,0.000000,0.000000,0.000000,0,0,3861
0.000000,0.000000,0.000000,0.000000,0,0,3862
0.000000,0.000000,0.000000,0.000000,0,0,3863
0.000000,0.000000,0.000000,0.000000,0,0,3864
0.000000,0.000000,0.000000,0.000000,0,0,3865
0.000000,0.000000,0.000000,0.000000,0,0,3866
0.000000,0.000000,0.000000,0.000000,0,0,3867
0.000000,0.000000,0.000000,0.000000,0,0,3868
0.000000,0.000000,0.000000,0.000000,0,0,3869
0.000000,0.000000,0.000000,0.000000,0,0,3870
0.000000,0.000000,0.000000,0.000000,0,0,3871
0.000000,0.000000,0.000000,0.000000,0,0,3872
0.000000,0.000000,0.000000,0.000000,0,0,3873
0.000000,0.000000,0.000000,0.000000,0,0,3874
0.000000,0.000000,0.000000,0.000000,0,0,3875
0.000000,0.000000,0.000000,0.000000,0,0,3876
0.000000,0.000000,0.000000,0.000000,0,0,3877
0.000000,0.000000,0.000000,0.000000,0,0,3878
0.000000,0.000000,0.000000,0.000000,0,0,3879
0.000000,0.000000,0.000000,0.000000,0,0,3880
0.000000,0.000000,0.000000,0.000000,0,0,3881
0.000000,0.000000,0.000000,0.000000,0,0,3882
0.000000,0.000000,0.000000,0.000000,0,0,3883
0.000000,0.000000,0.000000,0.000000,0,0,3884
0.000000,0.000000,0.000000,0.000000,0,0,3885
0.000000,0.000000,0.000000,0.000000,0,0,3886
0.000000,0.000000,0.000000,0.000000,0,0,3887
0.000000,0.000000,0.000000,0.000000,0,0,3888
0.000000,0.000000,0.000000,0.000000,0,0,3889
0.000000,0.000000,0.000000,0.000000,0,0,3890
0.000000,0.000000,0.000000,0.000000,0,0,3891
0.000000,0.000000,0.000000,0.000000,0,0,3892
0.000000,0.000000,0.000000,0.000000,0,0,3893
0.000000,0.000000,0.000000,0.000000,0,0,3894
0.000000,0.000000,0.000000,0.000000,0,0,3895
0.000000,0.000000,0.000000,0.000000,0,0,3896
0.000000,0.000000,0.000000,0.000000,0,0,3897
0.000000,0.000000,0.000000,0.000000,0,0,3898
0.000000,0.000000,0.000000,0.000000,0,0,3899
0.000000,0.000000,0.000000,0.000000,0,0,3900
0.000000,0.000000,0.000000,0.000000,0,0,3901
0.000000,0.000000,0.000000,0.000000,0,0,3902
0.000000,0.000000,0.000000,0.000000,0,0,3903
0.000000,0.000000,0.000000,0.000000,0,0,3904
0.000000,0.000000,0.000000,0.000000,0,0,3905
0.000000,0.000000,0.000000,0.000000,0,0,3906
0.000000,0.000000,0.000000,0.000000,0,0,3907
0.000000,0.000000,0.000000,0.000000,0,0,3908
0.000000,0.000000,0.000000,0.000000,0,0,3909
0.000000,0.000000,0.000000,0.000000,0,0,3910
0.000000,0.000000,0.000000,0.000000,0,0,3911
0.000000,0.000000,0.000000,0.000000,0,0,3912
0.000000,0.000000,0.000000,0.000000,0,0,3913
0.000000,0.000000,0.000000,0.000000,0,0,3914
0.000000,0.000000,0.000000,0.000000,0,0,3915
0.000000,0.000000,0.000000,0.000000,0,0,3916
0.000000,0.000000,0.000000,0.000000,0,0,3917
0.000000,0.000000,0.000000,0.000000,0,0,3918
0.000000,0.000000,0.000000,0.000000,0,0,3919
0.000000,0.000000,0.000000,0.000000,0,0,3920
0.000000,0.000000,0.000000,0.000000,0,0,3921
0.000000,0.000000,0.000000,0.000000,0,0,3922
0.000000,0.000000,0.000000,0.000000,0,0,3923
0.000000,0.000000,0.000000,0.000000,0,0,3924
0.000000,0.000000,0.000000,0.000000,0,0,3925
0.000000,0.000000,0.000000,0.000000,0,0,3926
0.000000,0.000000,0.000000,0.000000,0,0,3927
0.000000,0.000000,0.000000,0.000000,0,0,3928
0.000000,0.000000,0.000000,0.000000,0,0,3929
0.000000,0.000000,0.000000,0.000000,0,0,3930
0.000000,0.000000,0.000000,0.000000,0,0,3931
0.000000,0.000000,0.000000,0.000000,0,0,3932
0.000000,0.000000,0.000000,0.000000,0,0,3933
0.000000,0.000000,0.000000,0.000000,0,0,3934
0.000000,0.000000,0.000000,0.000000,0,0,3935
0.000000,0.000000,0.000000,0.000000,0,0,3936
0.000000,0.000000,0.000000,0.000000,0,0,3937
0.000000,0.000000,0.000000,0.000000,0,0,3938
0.000000,0.000000,0.000000,0.000000,0,0,3939
0.000000,0.000000,0.000000,0.000000,0,0,3940
0.000000,0.000000,0.000000,0.000000,0,0,3941
0.000000,0.000000,0.000000,0.000000,0,0,3942
0.000000,0.000000,0.000000,0.000000,0,0,3943
0.000000,0.000000,0.000000,0.000000,0,0,3944
0.000000,0.000000,0.000000,0.000000,0,0,3945
0.000000,0.000000,0.000000,0.000000,0,0,3946
0.000000,0.000000,0.000000,0.000000,0,0,3947
0.000000,0.000000,0.000000,0.000000,0,0,3948
0.000000,0.000000,0.000000,0.000000,0,0,3949
0.000000,0.000000,0.000000,0.000000,0,0,3950
0.000000,0.000000,0.000000,0.000000,0,0,3951
0.000000,0.000000,0.000000,0.000000,0,0,3952
0.000000,0.000000,0.000000,0.000000,0,0,3953
0.000000,0.000000,0.000000,0.000000,0,0,3954
0.000000,0.000000,0.000000,0.000000,0,0,3955
0.000000,0.000000,0.000000,0.000000,0,0,3956
0.000000,0.000000,0.000000,0.000000,0,0,3957
0.000000,0.000000,0.000000,0.000000,0,0,3958
0.000000,0.000000,0.000000,0.000000,0,0,3959
0.000000,0.000000,0.000000,0.000000,0,0,3960
0.000000,0.000000,0.000000,0.000000,0,0,3961
0.000000,0.000000,0.000000,0.000000,0,0,3962
0.000000,0.000000,0.000000,0.000000,0,0,3963
0.000000,0.000000,0.000000,0.000000,0,0,3964
0.000000,0.000000,0.000000,0.000000,0,0,3965
0.000000,0.000000,0.000000,0.000000,0,0,3966
0.000000,0.000000,0.000000,0.000000,0,0,3967
0.000000,0.000000,0.000000,0.000000,0,0,3968
0.000000,0.000000,0.000000,0.000000,0,0,3969
0.000000,0.000000,0.000000,0.000000,0,0,3970
0.000000,0.000000,0.000000,0.000000,0,0,3971
0.000000,0.000000,0.000000,0.000000,0,0,3972
0.000000,0.000000,0.000000,0.000000,0,0,3973
0.000000,0.000000,0.000000,0.000000,0,0,3974
0.000000,0.000000,0.000000,0.000000,0,0,3975
0.000000,0.000000,0.000000,0.000000,0,0,3976
0.000000,0.000000,0.000000,0.000000,0,0,3977
0.000000,0.000000,0.000000,0.000000,0,0,3978
0.000000,0.000000,0.000000,0.000000,0,0,3979
0.000000,0.000000,0.000000,0.000000,0,0,3980
0.000000,0.000000,0.000000,0.000000,0,0,3981
0.000000,0.000000,0.000000,0.000000,0,0,3982
0.000000,0.000000,0.000000,0.000000,0,0,3983
0.000000,0.000000,0.000000,0.000000,0,0,3984
0.000000,0.000000,0.000000,0.000000,0,0,3985
0.000000,0.000000,0.000000,0.000000,0,0,3986
0.000000,0.000000,0.000000,0.000000,0,0,3987
0.000000,0.000000,0.000000,0.000000,0,0,3988
0.000000,0.000000,0.000000,0.000000,0,0,3989
0.000000,0.000000,0.000000,0.000000,0,0,3990
0.000000,0.000000,0.000000,0.000000,0,0,3991
0.000000,0.000000,0.000000,0.000000,0,0,3992
0.000000,0.000000,0.000000,0.000000,0,0,3993
0.000000,0.000000,0.000000,0.000000,0,0,3994
0.000000,0.000000,0.000000,0.000000,0,0,3995
0.000000,0.000000,0.000000,0.000000,0,0,3996
0.000000,0.000000,0.000000,0.000000,0,0,3997
0.000000,0.000000,0.000000,0.000000,0,0,3998
0.000000,0.000000,0.000000,0.000000,0,0,3999
